dataset_key,dataset,repeat,seed,metric,candidate_order_json,validation_scores_json,midranks_json,tie_correction_T,tied_group_count,largest_tie_size,deterministic_selection_order,selected_candidate,selection_tie_break
wine_quality,wine_quality(3.7%),2,44,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2569646401394988, 0.3069052634329391, 0.3069052634329391, 0.34421346607082837, 0.35331873898475397]","[5.0, 3.5, 3.5, 2.0, 1.0]",6.0,1,2,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),2,44,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2748091603053435, 0.3125, 0.3125, 0.358974358974359, 0.37777777777777777]","[5.0, 3.5, 3.5, 2.0, 1.0]",6.0,1,2,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),2,44,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.18636471343161226, 0.20388868469891733, 0.2075020105407281, 0.2498683777158802, 0.26500716394451423]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),2,44,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7804764394335463, 0.7776350783079126, 0.7628827313436228, 0.8214375014206806, 0.8201873025254017]","[3.0, 4.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),2,44,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.03421624539983118, -0.032424199699934014, -0.0320822376836064, -0.03111555216450142, -0.03109673014815858]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),2,44,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0963028754438303, 0.10433271680850284, 0.08183973384426245, 0.1738371743109712, 0.0]","[3.0, 2.0, 4.0, 1.0, 5.0]",0.0,0,1,hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.06656355846431458, 0.06584459698147373, 0.06399044461462233, 0.0700896588320223, 0.07832666886027626]","[3.0, 4.0, 5.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.20836280573203925, 0.20592282989980756, 0.18709117795068014, 0.30917148273443806, 0.3049773072730985]","[3.0, 4.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.24, 0.2376237623762376, 0.20915032679738563, 0.3252032520325203, 0.32727272727272727]","[3.0, 4.0, 5.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.12743670168558782, 0.12533967420051917, 0.1301107383044902, 0.18205743704691665, 0.18373090448479004]","[4.0, 5.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.6909870244834253, 0.7057096932000838, 0.6972651245137093, 0.7972721131222773, 0.7877093670650174]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.03505767940952035, -0.03490740245611836, -0.035031311883860314, -0.034181672982597035, -0.03390757011774707]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),3,45,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.17367934945191146, -0.006002108134928189, -0.006002108134928189, -0.010405533357323483, -0.008492169867948093]","[1.0, 2.5, 2.5, 5.0, 4.0]",6.0,1,2,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.12065282360960772, 0.1071189535595459, 0.0936380731174118, 0.0852547310949999, 0.08819203719231421]","[1.0, 2.0, 3.0, 5.0, 4.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.26250793932808686, 0.3096567959402896, 0.2611864843749849, 0.2764806228802201, 0.2900235952091626]","[4.0, 1.0, 5.0, 3.0, 2.0]",0.0,0,1,logreg_C1.0>hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.26666666666666666, 0.3111111111111111, 0.2912621359223301, 0.30357142857142855, 0.3064516129032258]","[5.0, 1.0, 4.0, 3.0, 2.0]",0.0,0,1,logreg_C1.0>hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2037782085451815, 0.2297851376869272, 0.2013058134553311, 0.19201926615555562, 0.21555853080114645]","[3.0, 1.0, 4.0, 5.0, 2.0]",0.0,0,1,logreg_C1.0>hgb_d6>logreg_C0.1>logreg_C10.0>hgb_d3,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7678290885756643, 0.7731507091806253, 0.7596862345938532, 0.7990064833049366, 0.797656716748169]","[4.0, 3.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.034869946478831744, -0.03396443153685084, -0.03439836086569921, -0.034996153080639435, -0.03456532784660614]","[4.0, 1.0, 2.0, 5.0, 3.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>hgb_d6>logreg_C0.1>hgb_d3,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),4,46,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.26250793932808686, 0.10146088105783628, 0.10146088105783628, -0.010606720427397524, 0.14953988738353097]","[1.0, 3.5, 3.5, 5.0, 2.0]",6.0,1,2,logreg_C0.1>hgb_d6>logreg_C1.0>logreg_C10.0>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.07634864825273872, 0.07747759406098928, 0.06521194090154875, 0.13293452354205845, 0.11942186871318142]","[4.0, 3.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.27112978015961336, 0.27179775105087756, 0.2707636396472368, 0.36081320122986626, 0.37004684366143564]","[4.0, 3.0, 5.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.3010752688172043, 0.2898550724637681, 0.29508196721311475, 0.38636363636363635, 0.3787878787878788]","[3.0, 5.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.16442478157414853, 0.1883880517046999, 0.16624014671523363, 0.2929268114222696, 0.27190461256950144]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7892400450539985, 0.8046555798493783, 0.7974447315532587, 0.856379336999492, 0.8444532785618057]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.03667993912322847, -0.035706125214647215, -0.03620120196957227, -0.032296832453552284, -0.03237532571265493]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),5,47,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.06570255265930587, 0.056057034287739484, 0.056057034287739484, 0.16930902402838113, 0.0]","[2.0, 3.5, 3.5, 1.0, 5.0]",6.0,1,2,hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.09150966234117819, 0.0963784030904727, 0.09909675410093202, 0.0721163119875303, 0.06755169957770889]","[3.0, 2.0, 1.0, 4.0, 5.0]",0.0,0,1,logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d3>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2956685579887852, 0.28871541092815606, 0.29232050519207586, 0.2445909511519174, 0.2481266393949859]","[1.0, 3.0, 2.0, 5.0, 4.0]",0.0,0,1,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d6>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.32323232323232326, 0.3089430894308943, 0.3157894736842105, 0.25301204819277107, 0.2535211267605634]","[1.0, 3.0, 2.0, 5.0, 4.0]",0.0,0,1,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d6>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.15488541332385672, 0.18519873003055565, 0.19531169510822685, 0.15866528763753338, 0.15154719636326822]","[4.0, 2.0, 1.0, 3.0, 5.0]",0.0,0,1,logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.7368278109722977, 0.7752919608908202, 0.7792753032772043, 0.7856124388919066, 0.7842657975737823]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.03548109108946075, -0.03508875315393281, -0.03488545037712748, -0.03538293838208085, -0.03482604858460904]","[5.0, 3.0, 2.0, 4.0, 1.0]",0.0,0,1,hgb_d6>logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),6,48,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.09452540811577247, 0.17146802404720676, 0.10329603880231904, 0.06671680296200345, 0.0]","[3.0, 1.0, 2.0, 4.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d3>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.10068397042308525, 0.09806692758748511, 0.09220763977095031, 0.08322754663512774, 0.08420125771120043]","[1.0, 2.0, 3.0, 5.0, 4.0]",0.0,0,1,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d6>hgb_d3,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.3142279083702462, 0.31454602027058276, 0.305173427718398, 0.3116782724716193, 0.3016004669743966]","[2.0, 1.0, 4.0, 3.0, 5.0]",0.0,0,1,logreg_C1.0>logreg_C0.1>hgb_d3>logreg_C10.0>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.3333333333333333, 0.31788079470198677, 0.30303030303030304, 0.3305785123966942, 0.31496062992125984]","[1.0, 3.0, 5.0, 2.0, 4.0]",0.0,0,1,logreg_C0.1>hgb_d3>logreg_C1.0>hgb_d6>logreg_C10.0,logreg_C0.1,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2365476815656001, 0.20179668214050323, 0.2007288392772661, 0.2742973246416706, 0.23150895730834437]","[2.0, 4.0, 5.0, 1.0, 3.0]",0.0,0,1,hgb_d3>logreg_C0.1>hgb_d6>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.8259426024469004, 0.8046800382043935, 0.7891140219220448, 0.8370628098421795, 0.8109337335698367]","[2.0, 4.0, 5.0, 1.0, 3.0]",0.0,0,1,hgb_d3>logreg_C0.1>hgb_d6>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.033146944762192154, -0.03382503731654253, -0.034128286682671614, -0.033051562832287114, -0.03339234212954717]","[2.0, 4.0, 5.0, 1.0, 3.0]",0.0,0,1,hgb_d3>logreg_C0.1>hgb_d6>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),7,49,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.15136806108280038, 0.17836082682406135, 0.06666790062697574, 0.15136806108280038, 0.0]","[2.5, 1.0, 4.0, 2.5, 5.0]",6.0,1,2,logreg_C1.0>logreg_C0.1>hgb_d3>logreg_C10.0>hgb_d6,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0703664892058995, 0.08341341810649888, 0.08473013670988847, 0.08239950167296345, 0.08735705840150933]","[5.0, 3.0, 2.0, 4.0, 1.0]",0.0,0,1,hgb_d6>logreg_C10.0>logreg_C1.0>hgb_d3>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2511619410634395, 0.24949498033108802, 0.2481956977431039, 0.28311456737144014, 0.2754328632605851]","[3.0, 4.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.25862068965517243, 0.25806451612903225, 0.22641509433962265, 0.2619047619047619, 0.2608695652173913]","[3.0, 4.0, 5.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.12521540675701778, 0.16067511215192035, 0.1622593401769665, 0.19588940959132511, 0.18463872370916473]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.784835086042065, 0.7991395793499043, 0.7927342256214149, 0.8434273422562143, 0.854911567877629]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.034577272101597396, -0.033560562428993974, -0.03358484780414665, -0.03278848007536458, -0.03264693838198746]","[5.0, 3.0, 4.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),8,50,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.008399714212985344, -0.0059367571546584865, -0.008399714212985344, 0.0, 0.0]","[4.5, 3.0, 4.5, 1.5, 1.5]",12.0,2,2,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.0819227823325689, 0.0971662645172094, 0.09820172153494315, 0.09909254441008229, 0.09750987181909691]","[5.0, 4.0, 2.0, 1.0, 3.0]",0.0,0,1,hgb_d3>logreg_C10.0>hgb_d6>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.19500531788165226, 0.28301448755889236, 0.24504200495322104, 0.27516867333025535, 0.26387596640191524]","[5.0, 1.0, 4.0, 2.0, 3.0]",0.0,0,1,logreg_C1.0>hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,F1_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.21875, 0.3055555555555556, 0.2702702702702703, 0.3023255813953488, 0.2894736842105263]","[5.0, 1.0, 4.0, 2.0, 3.0]",0.0,0,1,logreg_C1.0>hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,AUPRC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.1488694709120706, 0.1784596404149862, 0.17765416062747966, 0.21864119216463107, 0.19820414689089386]","[5.0, 3.0, 4.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,AUROC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.724010657280438, 0.768705238199995, 0.7870254943658185, 0.8252425997897875, 0.8096477719928626]","[5.0, 4.0, 3.0, 1.0, 2.0]",0.0,0,1,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,Brier_neg,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[-0.03451846092997212, -0.03251582579173848, -0.03234539790943301, -0.03178413069605454, -0.03171641600747354]","[5.0, 4.0, 3.0, 2.0, 1.0]",0.0,0,1,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),9,51,MCC_05,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.15701438204586685, 0.13309605940644512, 0.1573043268304831, 0.1573043268304831, -0.00827455495448802]","[3.0, 4.0, 1.5, 1.5, 5.0]",6.0,1,2,logreg_C10.0>hgb_d3>logreg_C0.1>logreg_C1.0>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),10,52,SoftMCC,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.06460165568644345, 0.10230660878968578, 0.0891042300099918, 0.09543774955951617, 0.08209865633176183]","[5.0, 1.0, 3.0, 2.0, 4.0]",0.0,0,1,logreg_C1.0>hgb_d3>logreg_C10.0>hgb_d6>logreg_C0.1,logreg_C1.0,candidate_declaration_order_only_for_exact_score_ties
wine_quality,wine_quality(3.7%),10,52,MCC_best,"[""logreg_C0.1"", ""logreg_C1.0"", ""logreg_C10.0"", ""hgb_d3"", ""hgb_d6""]","[0.2659325186574684, 0.25291501726691507, 0.2787643455971094, 0.2520047554848473, 0.22394647026604292]","[2.0, 3.0, 1.0, 4.0, 5.0]",0.0,0,1,logreg_C10.0>logreg_C0.1>logreg_C1.0>hgb_d3>hgb_d6,logreg_C10.0,candidate_declaration_order_only_for_exact_score_ties
