dataset_key,dataset,repeat,seed,metric,ranking,selected_candidate
cc5,creditcard(0.5%),8,50,F1_best,logreg_C0.1>logreg_C1.0>hgb_d6>logreg_C10.0>hgb_d3,logreg_C0.1
cc5,creditcard(0.5%),8,50,AUPRC,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),8,50,AUROC,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),8,50,Brier_neg,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),8,50,MCC_05,logreg_C0.1>logreg_C10.0>logreg_C1.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),9,51,SoftMCC,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d3>hgb_d6,logreg_C1.0
cc5,creditcard(0.5%),9,51,MCC_best,hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d3,hgb_d6
cc5,creditcard(0.5%),9,51,F1_best,hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d3,hgb_d6
cc5,creditcard(0.5%),9,51,AUPRC,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),9,51,AUROC,logreg_C0.1>logreg_C1.0>logreg_C10.0>hgb_d3>hgb_d6,logreg_C0.1
cc5,creditcard(0.5%),9,51,Brier_neg,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),9,51,MCC_05,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d3>hgb_d6,logreg_C1.0
cc5,creditcard(0.5%),10,52,SoftMCC,logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C10.0
cc5,creditcard(0.5%),10,52,MCC_best,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),10,52,F1_best,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),10,52,AUPRC,logreg_C1.0>logreg_C0.1>hgb_d6>logreg_C10.0>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),10,52,AUROC,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),10,52,Brier_neg,logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C10.0
cc5,creditcard(0.5%),10,52,MCC_05,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),11,53,SoftMCC,logreg_C1.0>logreg_C10.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),11,53,MCC_best,logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0,logreg_C0.1
cc5,creditcard(0.5%),11,53,F1_best,logreg_C0.1>logreg_C10.0>hgb_d3>hgb_d6>logreg_C1.0,logreg_C0.1
cc5,creditcard(0.5%),11,53,AUPRC,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),11,53,AUROC,logreg_C10.0>logreg_C1.0>logreg_C0.1>hgb_d6>hgb_d3,logreg_C10.0
cc5,creditcard(0.5%),11,53,Brier_neg,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0
cc5,creditcard(0.5%),11,53,MCC_05,logreg_C1.0>logreg_C0.1>logreg_C10.0>hgb_d6>hgb_d3,logreg_C1.0
iot,iotid20(6.4%),0,42,SoftMCC,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),0,42,MCC_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),0,42,F1_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),0,42,AUPRC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),0,42,AUROC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),0,42,Brier_neg,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),0,42,MCC_05,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),1,43,SoftMCC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),1,43,MCC_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),1,43,F1_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),1,43,AUPRC,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),1,43,AUROC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),1,43,Brier_neg,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),1,43,MCC_05,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),2,44,SoftMCC,hgb_d3>hgb_d6>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),2,44,MCC_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),2,44,F1_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),2,44,AUPRC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),2,44,AUROC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),2,44,Brier_neg,hgb_d3>hgb_d6>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),2,44,MCC_05,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),3,45,SoftMCC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),3,45,MCC_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),3,45,F1_best,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),3,45,AUPRC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),3,45,AUROC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),3,45,Brier_neg,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),3,45,MCC_05,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),4,46,SoftMCC,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),4,46,MCC_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),4,46,F1_best,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),4,46,AUPRC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),4,46,AUROC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),4,46,Brier_neg,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),4,46,MCC_05,hgb_d3>hgb_d6>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),5,47,SoftMCC,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),5,47,MCC_best,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),5,47,F1_best,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),5,47,AUPRC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),5,47,AUROC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),5,47,Brier_neg,hgb_d3>hgb_d6>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),5,47,MCC_05,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),6,48,SoftMCC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),6,48,MCC_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),6,48,F1_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),6,48,AUPRC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),6,48,AUROC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),6,48,Brier_neg,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),6,48,MCC_05,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),7,49,SoftMCC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),7,49,MCC_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),7,49,F1_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),7,49,AUPRC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),7,49,AUROC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),7,49,Brier_neg,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),7,49,MCC_05,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),8,50,SoftMCC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),8,50,MCC_best,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),8,50,F1_best,hgb_d3>hgb_d6>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),8,50,AUPRC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),8,50,AUROC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),8,50,Brier_neg,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),8,50,MCC_05,hgb_d6>hgb_d3>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),9,51,SoftMCC,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),9,51,MCC_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),9,51,F1_best,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),9,51,AUPRC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),9,51,AUROC,hgb_d3>hgb_d6>logreg_C10.0>logreg_C1.0>logreg_C0.1,hgb_d3
iot,iotid20(6.4%),9,51,Brier_neg,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),9,51,MCC_05,hgb_d3>hgb_d6>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d3
iot,iotid20(6.4%),10,52,SoftMCC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),10,52,MCC_best,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),10,52,F1_best,hgb_d6>hgb_d3>logreg_C1.0>logreg_C10.0>logreg_C0.1,hgb_d6
iot,iotid20(6.4%),10,52,AUPRC,hgb_d6>hgb_d3>logreg_C0.1>logreg_C1.0>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),10,52,AUROC,hgb_d3>hgb_d6>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d3
iot,iotid20(6.4%),10,52,Brier_neg,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),10,52,MCC_05,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),11,53,SoftMCC,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),11,53,MCC_best,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),11,53,F1_best,hgb_d6>hgb_d3>logreg_C0.1>logreg_C10.0>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),11,53,AUPRC,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),11,53,AUROC,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
iot,iotid20(6.4%),11,53,Brier_neg,hgb_d6>hgb_d3>logreg_C10.0>logreg_C0.1>logreg_C1.0,hgb_d6
iot,iotid20(6.4%),11,53,MCC_05,hgb_d6>hgb_d3>logreg_C1.0>logreg_C0.1>logreg_C10.0,hgb_d6
